,ctx_dhs,ctx_footprint_no,ctx_sox2no,ctx_sox2score,hox,lhx,log2fc,maxcons,meancons,sc_dhs,sc_footprint_no,sc_sox2no,sc_sox2score
ENSMUSG00000004897,10756.4494134,9.74420735372,3.23428214684,131.50795853,0.130377915956,2.60285453462,-0.441987508705248,69.2730226567,6.48656345454,8548.54098671,6.35759850249,1.74053245531,46.8531636954
ENSMUSG00000028344,2915.42687413,0.0,1.42402778945,59.0187371356,0.351691116273,2.29652054615,-0.216915913659709,17.4453570037,2.18962331942,2566.57094119,0.0,1.04583408525,50.4037516662
ENSMUSG00000004891,12080.3209675,12.3307549451,3.8249676545,155.646946193,0.19228512163,2.35539731036,0.764862354181156,77.0583524795,7.22372805846,9666.669644,8.04568939207,1.85031560433,53.2735315485
ENSMUSG00000028437,6929.312609,1.3664281648,1.76519137711,24.1441639432,0.103658234293,1.12478616859,-0.0781101054022577,40.7107001767,4.33877040022,5270.26260034,2.483453992,0.0,0.0
ENSMUSG00000004892,12177.8613647,12.4104506332,3.72294744557,152.336767007,0.212235663801,2.32280098553,0.0095048705189537,78.5664441147,7.49011019708,9746.31218544,7.80020471056,1.74822620159,50.846866468
ENSMUSG00000028439,7555.81392438,1.71321725675,2.03474803646,34.6411014762,0.285222414875,2.33726754283,1.32016849874433,52.5138832944,6.63241083364,6313.01350577,1.44472804152,0.0,0.0
ENSMUSG00000028438,6780.43321734,1.33557233827,1.86036648563,28.3695624076,0.13316557503,1.28435779986,-0.101988316547131,41.8345787875,4.68111446882,5298.19150691,2.06912198954,0.0,0.0
ENSMUSG00000004364,1509.95918271,0.0,0.51293572798,24.9984707899,0.0,0.607967410259,0.284083327841447,7.19648699018,0.648068376471,1169.62966211,0.0,0.914161562439,16.2011801266
ENSMUSG00000045005,3853.88935473,1.57368876468,1.78642901644,75.3382838775,0.109716007681,2.31433643326,0.762064200610692,27.8591523438,3.37613375071,3088.21448954,0.0,0.328790667408,6.90460401556
ENSMUSG00000045004,7496.26067115,2.77608056791,1.46851003225,13.8619144479,0.419777585219,2.40175094498,-0.514329378984181,62.2089032607,4.51942477382,5869.41421977,1.43400043614,0.0,0.0
ENSMUSG00000045007,9159.02719637,3.73251284876,2.17094974109,33.136893547,0.978254048554,3.5945611345,-0.137034307926937,95.1458907803,9.91727430469,7088.98105732,3.27683774682,0.0,0.0
ENSMUSG00000028348,2937.63603327,0.0,2.8920381613,97.0702938252,0.0,2.34055483637,0.255175076169206,19.7987978596,2.34156309623,1912.05982853,0.0,0.314748994878,14.5350381912
ENSMUSG00000034401,1821.30069452,0.0,1.12797345826,25.5695963864,0.0,3.80060602265,0.361465127442073,17.2183893241,1.86746206031,1037.85690321,0.0,0.0,0.0
ENSMUSG00000034403,3678.32877914,0.0,3.33946659621,155.726882803,0.230642589099,3.2632716172,-0.279853089152681,30.5066504838,3.92869067591,2922.58557194,0.0,1.66433324706,66.0606730719
ENSMUSG00000034402,189.464637349,0.0,0.574658113637,72.6942513751,0.0,2.32303479247,-1.2287767682532,5.83848266313,1.01704582995,465.336984605,0.0,0.574658113637,81.6014521364
ENSMUSG00000049866,2692.42533704,0.0938510807781,3.04500048827,67.6420425306,1.0694504128,4.74786106316,0.283590612347823,22.8883321666,0.819208615237,2972.42188159,0.0,0.371447404831,9.28618512077
ENSMUSG00000059246,2618.57879863,0.0,3.43009299492,184.668158004,1.40577512542,11.4903835174,6.70016245420735,52.4856565194,8.19556216451,4069.53397955,0.0,1.74168610271,117.826360105
ENSMUSG00000060678,11318.2417766,37.1529539587,3.82737854091,81.2703846667,1.22385892922,3.05277259511,0.0154783459308507,67.3716999559,9.33248243115,10021.4213188,24.9511087601,1.18575958752,17.204018714
ENSMUSG00000074922,3630.76309539,0.0,2.57945808648,41.7718847673,0.290195686497,3.02563009128,-0.0064024490655901,26.3234630434,2.54057632472,3337.16941711,0.0,1.27165071278,22.0976957033
ENSMUSG00000024891,10790.5216316,3.150418959,2.14447724249,22.4207226606,0.0,3.60021016241,-0.903215606635064,78.6492952231,8.53340169569,8210.67218279,0.197298789756,0.0,0.0
ENSMUSG00000040022,3556.61018995,0.0,4.93895338314,227.444297247,0.761466982631,10.4675390608,-1.22098619693211,31.733849468,5.10207451405,669.037058429,0.0,0.0,0.0
ENSMUSG00000034958,17069.840156,21.1503919924,1.30577124031,24.8625899763,0.920373520727,3.61257503493,0.252113275350872,89.527692075,6.68100679854,13659.4196355,18.0401778863,0.0,0.0
ENSMUSG00000055319,4380.96238424,0.368445373155,1.48228984861,29.3338114424,0.282711172264,0.814782926989,0.107729117951097,25.6788275723,1.31370834666,3148.65047226,0.0,0.0,0.0
ENSMUSG00000018774,15260.7690677,16.8326139435,2.517055598,51.3772356326,0.0843146200657,4.38884490907,-0.772379311681543,96.3709789711,10.0743011133,12811.7584168,18.9292704241,0.442873988385,10.8504127154
ENSMUSG00000042439,4389.90385844,0.353153635896,4.22246502061,293.249784043,1.70249199984,1.36283068033,-0.157180753638505,38.300008263,2.33194297974,4672.5873185,2.1142460865,3.02604722409,87.9495727836
ENSMUSG00000091034,2760.2211732,0.0,1.58410452522,116.305724687,0.398962440743,3.80369029294,0.338803795225947,26.3758178044,1.10965496557,3245.02678142,0.0,1.42294039646,92.4251402395
ENSMUSG00000024740,7566.79315924,0.949978286388,2.52621053132,36.4826862211,0.25404788549,2.06571257897,-0.151830284243101,46.9052513348,2.36753595791,5269.99165949,0.565654857989,0.0,0.0
ENSMUSG00000032332,1987.16618327,0.0,1.21442826587,57.8491852272,0.0,5.65860193461,1.30859902424358,17.9198310578,1.56339093999,1481.87454236,0.0,1.54645111247,46.3723996051
ENSMUSG00000025278,3845.58757083,0.18695135691,0.931705017184,32.5778052724,0.0,1.13108282927,-1.11955035087495,27.7971371123,1.93769315799,2154.83770386,0.0,0.0,0.0
ENSMUSG00000020758,9706.84167679,13.9430921817,0.745518000149,30.9389970062,2.63666382819,3.42681360379,-1.50427151799229,106.802205268,8.68839242704,8204.28504149,12.0760634215,1.46010838133,23.5704717387
ENSMUSG00000032338,2452.83418597,0.0,1.27082487277,37.7815924079,1.11103699442,0.262125254345,0.498488187499418,29.5603467958,3.22640661406,2108.29015138,0.0,1.5639560843,30.964051187
ENSMUSG00000033157,2803.33526303,0.0,1.06118896487,27.3747400954,0.910805414533,2.80672794469,0.679115172503062,23.3633928063,1.30716388523,2761.93613434,0.0,0.978214801136,29.8355514346
ENSMUSG00000073889,7647.50515464,0.999560253477,1.94063356769,27.018871779,0.851544090857,5.96355963979,-0.325236286427795,55.0532987715,5.94160674912,6034.60571181,0.696769150622,0.0,0.0
ENSMUSG00000069830,4414.6110016,1.09934377414,1.97230859417,52.8971853681,0.0,1.84618454993,-0.255981055207246,20.8730885486,1.5381255427,3179.19769679,1.68060093963,0.0880204592543,2.55259331837
ENSMUSG00000069268,14713.7121396,34.4455417944,5.60040401044,137.39930038,0.580459599411,4.57304641812,-0.0243002388405194,78.471991962,11.3453828146,12966.0607107,31.530133631,2.29631419535,33.8281490181
ENSMUSG00000071253,6703.10024089,4.30881043654,2.59608135232,67.8627606748,0.0,3.19032376418,0.342469080241799,37.0809045108,3.41367493076,4876.2608308,5.25106726373,1.26499538679,21.1337931614
ENSMUSG00000038762,10116.8721628,4.77486546967,4.78514587505,110.213961554,0.238055759345,1.2666944665,-0.0623660746525609,54.7951973617,5.42138364795,8004.88185353,7.24461818726,0.799666910414,11.1953367458
ENSMUSG00000046623,2523.30995992,1.14373349464,0.935890606515,21.8574691744,0.126243335543,5.0451596867,-0.469780606033152,37.9526092428,2.43764381397,2923.23872227,0.419399349588,1.28581497187,37.3100092708
ENSMUSG00000057948,10287.0424891,16.1255972867,0.803133762863,33.3300511588,1.7402321931,2.36207666491,-0.128379367260865,106.494480317,8.76707952234,8327.08241906,12.8253271681,0.864325942335,13.9527794356
ENSMUSG00000037813,2971.77528148,1.02954026827,0.951327766824,17.9862006683,0.171458847061,3.79235330121,0.17352022482453,35.3629495325,1.27312579232,2316.54938479,0.772155201205,0.0,0.0
ENSMUSG00000052850,2082.66598558,0.0,1.01496135104,15.9480736192,0.0,0.480056278313,0.423512146065026,10.3466215843,0.577734615157,1578.04239474,0.0,0.0,0.0
ENSMUSG00000032216,5304.6190491,0.0,1.55813980296,37.0778177598,0.0523126010015,5.59652995145,-0.0941237659706178,29.9317077262,2.73715954211,4539.7824679,0.0,0.961901167871,13.3323756001
ENSMUSG00000044447,2650.11210464,2.43607536813,0.909168818187,13.1829478637,0.406341797215,3.880558747,-0.088505266281981,22.8142239492,2.47711456639,2204.20679486,2.43607536813,0.0,0.0
ENSMUSG00000059981,11836.5526086,4.82736814515,0.633728534722,15.4705897863,0.0939722267947,0.2225795462,-0.0670618363831234,70.0597403934,6.3226905,9229.2903481,4.60542159638,0.299927200299,5.64046559629
ENSMUSG00000028347,3492.75746227,0.0,3.10560499377,100.658340066,0.0,1.97789492312,0.486758821342812,22.3756383774,2.9979574827,2405.8959824,0.0,0.299515810691,14.3785179118
ENSMUSG00000045008,3526.08132959,0.0,2.5983114734,74.8891545228,0.547894924571,3.09701422437,-0.401121238431498,41.1402749492,5.23951586994,3354.1615084,0.0,0.862284310558,15.1988246384
ENSMUSG00000052456,12624.9278839,10.8139203356,1.29650273239,28.4162467127,0.0559921374938,1.88160973839,-0.202719621834334,110.595222978,10.2648171009,9002.5232485,7.90787225644,0.331876060854,3.35279999561
ENSMUSG00000045822,9587.56766358,3.94885396047,1.07217334343,22.1962424635,1.73081958206,2.31343140132,-0.046141557543634,66.1816454394,6.75805936667,8183.23934741,2.5771557314,0.378587531801,6.95104160081
ENSMUSG00000032023,4261.56872125,2.49054591024,2.62984383089,134.340846883,0.565298143163,7.56818180647,0.673591023157441,57.9217114067,6.27106873499,4028.96723184,3.79171997864,1.45648376669,39.2985492604
ENSMUSG00000035049,7333.40607284,5.96989859622,1.30894933582,60.991053578,0.364023082462,3.37532045048,-0.685762318376987,49.8686574828,4.57474550682,6425.13781019,3.51307913953,0.375785040452,19.3529295833
ENSMUSG00000061322,7868.34148643,2.17211025329,2.05461161104,31.2842002832,0.389854377739,3.12143605942,1.61318561362124,55.7468616901,6.71702696181,6666.19824523,1.51633075988,0.0,0.0
ENSMUSG00000028433,5544.10460186,1.29227399752,0.651337587564,8.89398934724,0.0,0.916902143208,-0.432571723369248,35.9019844353,3.28023021395,4140.79699511,2.65541760497,0.0,0.0
ENSMUSG00000032026,3040.42661602,0.0,0.947042981103,66.9020187088,0.0,1.53450690051,-0.673139834244375,27.6608647296,2.17371029063,1693.63834146,0.0,0.0778571143127,1.98535641497
ENSMUSG00000036036,5055.08803904,2.55753086876,0.852510289587,11.9351440542,0.629361163663,4.93728250994,-0.038116754223369,34.7335097476,2.48048386654,4083.26011358,3.95020639984,0.0,0.0
ENSMUSG00000021819,8151.22516544,0.928845015657,0.0558013062707,3.37597902938,0.0,1.50916173173,0.0571440953590584,61.5306043765,9.86255073582,5786.07653554,0.532331523401,0.0558013062707,1.70193984126
ENSMUSG00000004896,11198.7995597,10.3955368887,3.36631163,136.417622636,0.143755980024,2.58724598113,-0.0752265648054182,71.4549761589,6.60959116719,8907.80661715,6.8356897358,1.74486703332,47.827013851
ENSMUSG00000054679,5235.90283301,4.78044419126,1.05859474632,11.4689009648,0.584650745257,0.414376465601,-0.636162979666819,24.6553774454,2.29365137129,3454.61611868,0.0,0.181705506244,3.99752113737
ENSMUSG00000036030,4397.39412524,0.0,1.98015214156,71.8306899993,0.0,5.72368088244,-0.751997119079587,44.3899157577,4.55945047001,4196.99363506,0.0,2.28947934237,31.7331962375
ENSMUSG00000078604,5426.05647927,0.168796741655,2.10545478707,52.8355843207,1.35829131629,3.19181470299,-0.218527135329865,43.3923344819,3.26008837332,3705.09883985,0.675186966619,0.0,0.0
ENSMUSG00000006310,9377.04190759,0.551334583639,1.0,14.5,0.237633905918,3.12949877218,-1.20852266205749,71.4252015118,6.0145454266,7814.11690755,1.10266916728,0.0,0.0
ENSMUSG00000006311,8459.45741154,0.423575533982,0.772521066525,11.2015554646,0.309309155196,3.9626647645,-0.377138844716006,67.2728984976,5.43327032888,6887.81314682,0.847151067963,0.0,0.0
ENSMUSG00000006313,9073.07925649,0.508708852916,0.927788019085,13.4529262767,0.257545725471,3.34257829646,-0.625904905217703,70.1570656026,5.78428332793,7487.21256751,1.01741770583,0.0,0.0
ENSMUSG00000023991,6584.68227485,0.119067109435,2.05387383013,66.7739748732,0.717725568192,12.4057570234,0.588321968960858,80.2765776887,9.04974131885,5175.57884499,0.492896128695,0.0,0.0
ENSMUSG00000039367,8120.98213655,0.822392591491,0.120960100873,4.54366761975,0.0,1.2908993741,-0.0667737513019532,57.5212330879,9.0235545943,5822.79710012,0.436103874632,0.0681140345288,2.07747805313
ENSMUSG00000022912,2687.05491225,0.0,0.892875222157,22.2516456954,0.743954880016,3.56921637087,1.10943043276822,18.7072377154,1.41142043861,1887.37109557,0.0,0.241907949295,5.92674475773
ENSMUSG00000020361,3707.88947116,3.94765571334,1.10779388614,22.174254871,0.137739921332,1.71569603634,-0.0857324854182557,33.7150799036,2.68794426481,2916.36389966,4.53364345691,0.0,0.0
ENSMUSG00000087370,4612.00171283,3.0,2.02722541415,91.5631806965,1.71885254422,3.10153538412,0.395564720205757,27.6983483947,2.00001509793,3648.84702821,4.0,1.51507356654,29.1582418464
ENSMUSG00000064125,7103.40650175,8.36514261104,1.81748621198,43.2946811246,0.0,0.0,-0.73898560175656,38.4832573555,3.72721693355,5585.11333376,7.51241988107,0.0,0.0
ENSMUSG00000054589,1291.55434944,0.0,0.05910203039,1.86171395728,0.0,3.12011911962,-0.398939171205172,16.0334103945,1.3587309353,793.350316439,0.0,0.0,0.0
ENSMUSG00000015467,8004.01863106,6.25318368147,1.81758788376,49.65667511,0.0,0.316639043017,0.309723644034164,55.4649082118,5.71108531777,6255.40763038,4.68211400881,0.860310421182,20.2172948978
ENSMUSG00000017715,7723.20522952,1.31643670482,1.39295669417,26.7538013825,0.128449942895,2.18168584883,0.240517560330573,69.8275298894,4.50648174267,6286.63080279,0.162678730766,0.762450264129,14.1053298864
ENSMUSG00000078868,0.0,0.0,0.0,0.0,0.0,0.0,0.0250542141429988,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000015461,7755.8953841,4.86090423766,1.48398091397,40.5425007357,0.0,0.258521912835,0.156732919665192,56.6040716492,5.98732560925,5990.53649834,3.61016341672,0.702405785455,16.5065359582
ENSMUSG00000002871,5897.96692705,3.51810295971,1.40878481122,59.75898763,0.845117989139,2.00382900617,0.0945909749008213,43.1636287831,2.31710789121,6237.78156294,2.81448236777,0.0,0.0
ENSMUSG00000002870,5965.19652689,3.93762564087,1.21412212529,52.5007855139,0.755077391827,1.84929409914,-0.219303181388422,42.7205222274,2.3204743229,6163.02945484,3.15010051269,0.0,0.0
ENSMUSG00000015468,7226.55120538,5.44386238284,1.67181041017,44.6277501626,0.0625758411178,0.425067703905,1.32527430001876,49.770719465,4.9440675137,5585.02037408,4.1610188614,0.878499447736,20.6447370218
ENSMUSG00000043897,1782.29594069,0.327147545621,1.46574440283,35.6098549323,0.0,0.388107537428,-0.472551601963973,7.57146118488,0.530538632603,1107.77750343,0.0,0.274406690813,3.70449032597
ENSMUSG00000002279,7890.24046724,5.15448742085,2.38641121569,57.6924210401,0.716839007397,3.99298440793,0.211209089959033,59.4277682553,3.39219360174,5622.98127678,2.38966008543,0.151449355053,1.51449355053
ENSMUSG00000032249,4023.61437307,0.155602154732,1.21475751423,24.298424289,0.595524916642,1.26432056824,-0.340673252403852,36.3903781511,2.98519841021,3893.81989533,0.0540203743933,0.0604342065946,1.66194068135
ENSMUSG00000017607,6462.10376245,1.6382931293,1.62417943801,27.3070185455,1.79912678487,2.1560309194,-0.644660183507863,66.9935374953,5.94677320106,6383.61771958,4.25411856688,0.755283578191,16.2385969311
ENSMUSG00000052298,4386.09683103,0.626766748553,1.53366260069,138.927955811,0.714711555453,0.0,0.297327379715223,22.1716773439,1.76473321263,4298.75144845,0.313383374276,2.17826588157,95.5852233012
ENSMUSG00000024197,12073.4085777,5.91370826651,1.87216698934,38.0740562253,0.572187357366,2.3400741717,-0.513326920658898,55.4917666246,4.60558782221,9630.76304889,6.01642828146,0.200206088595,4.40453394909
ENSMUSG00000024446,3554.02451621,3.38776936122,1.52287952989,37.5811068223,0.983151549816,0.835305111793,-0.118966056006407,24.6396161915,2.51220121027,2484.51264503,4.4431650162,0.133118442759,1.86365819863
ENSMUSG00000033313,7681.83203569,0.648592576385,0.866558204609,12.1318148645,0.908607100428,2.29373459029,0.692931929483138,79.065704334,8.38671569324,5859.11963104,0.49449723901,0.0,0.0
ENSMUSG00000024440,5286.94194516,0.250706157891,2.14079899869,40.2481381117,0.16220018447,2.9955602096,1.78100673138112,43.8118741657,4.12375690134,4789.57939443,0.167137438594,0.0,0.0
ENSMUSG00000044286,6979.39556609,7.27359712115,1.04212126771,32.5649396654,0.0,4.47720116804,-0.255981055207246,41.2879060781,5.5148435733,5836.00018429,5.42466754658,1.00939876823,23.8785566684
ENSMUSG00000002274,11988.5156818,12.5533061125,1.97395273545,37.7989746469,0.38725495671,2.7252819989,1.37326224628233,85.034323584,5.1154859306,9017.06583883,4.69030150595,0.551495279339,5.51495279339
ENSMUSG00000070287,5414.07488052,1.50025925756,2.91972911909,90.9826650784,0.0,4.16704178731,-0.819891685540032,26.186480696,2.56914750425,3545.04307727,2.02771737546,0.0,0.0
ENSMUSG00000054074,6722.00398475,6.52148961168,3.11021883555,59.2912742755,0.0,3.4408710352,-0.884958224674256,34.2954421725,4.97101978978,5477.57091064,10.2031174474,0.409135967719,9.37443670193
ENSMUSG00000037605,1562.16435502,0.0,1.39203441867,41.9502479721,0.0,2.86857940186,0.87018959837516,13.5109072232,1.84869855608,1340.99083899,0.0,0.0,0.0
ENSMUSG00000070283,10731.7695296,4.62572212241,2.97706683133,43.648269746,1.33179980354,1.54548716927,0.00461786061939628,75.2977802769,7.58836409993,8922.10104905,1.60623689874,1.66097717211,61.5953134805
ENSMUSG00000034730,3831.07931005,3.57119531229,1.20115470246,21.0273348257,0.0,1.96588316692,-0.23016802839064,29.465989294,2.07367008336,2164.36918805,0.0,0.0,0.0
ENSMUSG00000060244,5700.9317999,4.38607496968,1.44050168173,28.0224653425,0.0,0.428132736274,-0.108937855456792,35.03619024,3.8130662993,4852.33583043,5.19167523578,0.0607435727933,0.880781805502
ENSMUSG00000036781,5692.73799593,0.0,1.71679937359,44.1141247285,0.0,3.40839046357,0.065886261811961,34.7228168371,2.2738434189,4786.71486435,2.79883123071,0.862812393751,26.3157780094
ENSMUSG00000005204,15337.3021902,17.1391726246,2.54892361818,52.1334297897,0.0799293627482,4.41498104605,-0.242383470241021,96.2361068956,10.0929753545,12869.6359189,19.2553095518,0.419839828985,10.2860758101
ENSMUSG00000049001,1164.72100487,0.0,1.05822037557,22.904236185,2.49643027867,5.98017900244,3.77447451286575,15.6203782078,1.50183909439,1468.14412269,0.0,0.661049618303,11.616383308
ENSMUSG00000032407,2792.53779058,0.0,0.28946783038,5.89161162025,0.0,3.70433334685,-0.0992651731382591,15.9878765551,1.70796981206,1419.27380068,0.0,0.0,0.0
ENSMUSG00000055809,6864.96036643,2.05831880465,1.8225169079,42.1620840854,0.684267743392,4.03625141912,-0.549602286344995,63.083963187,3.76273425711,6240.51589972,2.28976186996,0.0,0.0
ENSMUSG00000071001,4531.72876312,2.04024716084,0.0,0.0,0.247651688966,2.53374720829,0.624494210075068,36.8728568642,2.64169683863,3887.09881745,1.7222680106,0.917656629749,13.7648494462
ENSMUSG00000032802,6130.80300718,1.22582997974,1.26538981829,16.043169051,0.591491479837,2.34611831309,0.841694435591124,50.4221694506,4.42389817948,5706.6865432,0.0,0.77183597459,16.7063735578
ENSMUSG00000034522,6920.61435053,0.576116823981,2.01800732712,84.8125704704,1.10558042091,0.707044268837,-1.00666605555616,30.0681383231,1.84618586284,5517.42887397,1.32566302358,1.15194664325,45.4163554791
ENSMUSG00000030662,3254.56811296,0.224981362997,0.0,0.0,1.09518880277,3.06390792639,-0.216956159420843,17.873772024,1.29148423649,2039.69586725,0.449962725994,0.788825617243,10.6491458328
ENSMUSG00000035429,7096.96422055,2.25163397062,1.80452622666,42.2547677776,0.798251155183,4.18407480953,0.351911108188461,61.7001495491,3.74611901322,6388.57370786,2.40289244527,0.0,0.0
ENSMUSG00000037787,8030.51018212,3.18483977669,1.06660799725,66.0381655397,0.0,2.23862465505,-0.0939229061490747,46.8031481199,3.49342610192,6086.60793789,2.24106662049,0.900502804491,44.5748888223
ENSMUSG00000054455,3370.50503677,0.0,1.1039420179,34.5651445625,0.989578774994,1.7225210073,0.26904599627635,24.8879648329,1.81527367424,3175.0331867,0.0,1.04126985738,15.5026813275
ENSMUSG00000001657,5400.13380899,3.03716974781,1.06260558453,17.5651664913,2.19385982215,4.48775962972,6.10844238804159,104.650384421,16.3379922662,11441.5042796,10.7701933767,1.65234733683,23.4718839731
ENSMUSG00000036499,1788.13842831,0.0,0.33805289148,11.8300479877,0.146446076029,0.634988227621,0.0337148378061237,17.8905346952,1.26829782677,1675.11616045,0.0,0.22431678667,3.70122698005
ENSMUSG00000005417,4087.49290907,0.203329464263,1.26294454807,22.2427256479,0.754309890539,2.78542443179,-0.16932343964292,28.4853361743,2.56868094492,3093.80524938,0.0,0.0931241248417,7.96211267396
ENSMUSG00000027104,3680.81987857,0.0,1.17390222696,13.8400095979,0.16274023495,4.32201150719,0.0452428260545164,32.5967328632,4.46417657732,2618.42536433,0.0,0.0,0.0
ENSMUSG00000000787,4974.32082694,5.43708091305,1.42718276772,16.5682336276,0.767034115089,2.1761733773,0.0838133802537479,15.8194450829,1.43229989893,4651.45284007,6.0,0.0,0.0
ENSMUSG00000031508,6792.55034116,10.7732842398,1.15459502837,22.7235517902,0.0675491363501,2.21458916286,-0.444373228172717,32.4407199567,1.70883410067,5064.7121997,9.46075409991,0.293832764269,6.75910527455
ENSMUSG00000055980,4238.80374043,0.0,1.70463482877,53.3897566486,1.22729585654,6.71409165767,0.0861182099233318,25.9602372835,2.39031167698,3021.34297028,0.0,0.82427158755,26.6453187306
ENSMUSG00000018921,7909.85190939,6.17143056236,2.27041412606,38.5769315946,0.0,1.56753855441,-0.279232344737482,56.7837336694,5.52091662831,5834.61502384,3.14396435099,0.0,0.0
ENSMUSG00000000782,5351.26197306,3.25308894567,0.961867580898,21.7671244867,0.340828452544,2.7864412112,-0.0983742650311336,42.8805795019,3.79644229926,3590.90662954,0.0,0.0,0.0
ENSMUSG00000020219,15956.8613537,14.1682575498,1.85192131811,24.9386348736,0.540133672813,2.24370619962,-0.0422471388033247,69.9090942038,5.73201721655,12005.1864813,13.7248203214,0.0,0.0
ENSMUSG00000020218,4973.21837498,0.0,3.36948718544,106.495125459,0.199206759734,2.67387350176,-1.82943337564726,39.8559332353,3.8169432353,3267.95157061,0.0,0.357585065392,16.0913279426
ENSMUSG00000024222,7181.57485436,3.99794615704,1.34801287351,20.4447454653,0.153046114659,1.88038672452,-0.599731758228058,54.3811393691,4.43964584308,4875.17870747,1.98019690883,0.376681758573,6.54905168106
ENSMUSG00000010080,6723.95642429,2.81498902019,1.1685867061,51.5037253804,0.821354676414,1.00288529181,-2.38456717661482,55.4504305571,4.98578552619,5421.03881096,2.54385671872,1.21840694369,68.7062042981
ENSMUSG00000063049,6181.67615269,9.97008605361,1.742085439,58.770290468,0.169142318738,5.20996276624,-0.266108599058416,32.7508989683,2.11616120888,4343.5236668,2.8906757221,0.952610102856,14.4342803058
ENSMUSG00000022863,4026.13259363,0.0,1.54486188742,38.1746171805,0.443788277928,4.55473058386,0.100069382853567,15.9024436543,1.2424767622,2635.01379317,0.0,0.214160830893,3.2124124634
ENSMUSG00000041650,5314.77514528,0.0,4.76458975559,202.18424688,1.60143547451,4.4196879486,-0.170149157507444,50.9145895672,7.18889642566,4519.4012593,3.11898588596,3.13931792568,104.875699506
ENSMUSG00000041120,4858.81735579,0.672647649207,1.16832552502,20.154774921,0.300403712694,5.02635755671,0.349898777200478,41.5406723373,2.85579372306,3019.47869321,0.672647649207,0.0,0.0
ENSMUSG00000075012,2868.47431917,0.0,2.08207577653,51.4098152998,0.783537779076,2.40212985596,0.228993064020094,26.42874805,2.72154181607,2533.10185975,0.0,0.418498175949,8.05663084207
ENSMUSG00000041124,2072.72910728,1.94138626731,0.96443774029,30.8620076893,0.0,0.0,0.0250310992049602,6.63514896546,0.411104127526,1704.27278158,0.0,0.0,0.0
ENSMUSG00000084845,11463.6618158,1.85461130446,0.860563389631,12.9084508445,0.0,0.0,-0.325553683921898,50.7331116308,2.67794177923,8215.85118265,2.22017520428,0.0,0.0
ENSMUSG00000076441,4022.8556078,0.215743378764,0.893958299976,40.0238564499,0.428229397688,3.09114685715,0.860165918724309,49.8141338786,2.75626725571,4011.47709412,0.0,0.360928283879,6.31624496788
ENSMUSG00000074818,6488.91695061,4.17123486212,0.832658237595,7.49392413836,0.476948862662,2.60383791428,0.12102454226859,75.6666135606,9.3391698666,6126.51439601,0.400228473442,0.0,0.0
ENSMUSG00000024163,7567.42970004,2.59724685772,0.974565059825,16.567606017,0.0,0.230008273262,0.171468600366743,53.4190540178,5.36208003152,5851.79488805,2.64762446319,0.0,0.0
